POP_ID,WTRSHD_FID,psfstreamID,MatchType,WSD_ID_50K,StreamOrder
43542,7238,2595,1,7641,4
43542,7238,3681,1,7641,4
43543,7238,3653,1,7641,4
43546,7186,5539,4,7243,6
43547,7186,2502,4,7243,6
43547,7186,5452,4,7243,6
43548,7186,3649,4,7243,6
43549,7186,5518,4,7243,6
43551,7195,5540,4,7498,5
43552,7195,2549,4,7498,5
43552,7195,5453,4,7498,5
43553,7195,5492,4,7498,5
43556,7197,5541,1,7161,6
43557,7197,2510,1,7161,6
43557,7197,5454,1,7161,6
43558,7197,3650,1,7161,6
43567,7242,2450,1,7847,4
43567,7242,5455,1,7847,4
43571,7243,5542,4,7950,4
43572,7243,2560,4,7950,4
43572,7243,3677,4,7950,4
43573,7243,5493,4,7950,4
43576,7245,5543,4,8132,3
43577,7245,2468,4,8132,3
43577,7245,3668,4,8132,3
43578,7245,5494,4,8132,3
43581,19777,5544,4,8355,4
43582,19780,2530,4,8355,3
43582,19777,3675,4,8355,4
43583,19777,5505,4,8355,4
43587,19778,2551,2,,3
43591,19776,5545,4,8510,3
43592,19776,2536,4,8510,3
43592,19776,3676,4,8510,3
43593,19776,5506,4,8510,3
43596,19776,5546,1,8566,3
43597,19776,2584,1,8566,3
43597,19776,3680,1,8566,3
43598,19776,5507,1,8566,3
43601,19776,5547,4,8544,3
43602,19776,2587,4,8544,3
43602,19776,5456,4,8544,3
43603,19776,5508,4,8544,3
43606,7247,5548,4,7891,3
43607,7247,2444,4,7891,3
43607,7247,5457,4,7891,3
43608,7247,5495,4,7891,3
43611,7248,5549,1,7682,3
43612,7248,2558,1,7682,3
43612,7248,5458,1,7682,3
43613,7248,5496,1,7682,3
43615,7214,5435,1,7573,5
43617,7214,2469,1,7573,5
43617,7214,5459,1,7573,5
43618,7214,5497,1,7573,5
43619,7214,5519,1,7573,5
43626,7217,5550,4,7163,6
43627,7217,2481,4,7163,6
43627,7217,5460,4,7163,6
43628,7217,5498,4,7163,6
43629,7217,5520,4,7163,6
43635,7223,5391,1,6688,7
43636,7223,5551,1,6688,7
43637,7223,2443,1,6688,7
43637,7223,5461,1,6688,7
43638,7223,5499,1,6688,7
43641,7250,5552,2,,5
43642,7250,2557,2,,5
43643,7250,5500,2,,5
43647,12425,4608,4,,3
43650,12418,4520,4,24781,4
43651,12418,4236,4,24781,4
43656,12167,4237,1,,4
43657,12167,4609,1,,4
43657,12167,4985,1,,4
43658,12167,3736,1,,4
43661,12167,4238,4,23040,4
43662,12167,4610,4,23040,4
43662,12167,4986,4,23040,4
43663,12167,3737,4,23040,4
43665,12164,4578,4,,4
43666,12164,4239,4,,4
43667,12164,4611,4,,4
43667,12164,4987,4,,4
43668,12164,3738,4,,4
43670,12164,4543,4,23783,4
43671,12164,4240,4,23783,4
43672,12164,4988,4,23783,4
43673,12164,3739,4,23783,4
43681,7327,4242,4,,4
43682,7327,4613,4,,4
43682,7327,4990,4,,4
43683,12166,3741,4,,4
43693,12163,,6,,4
43697,12177,4616,4,22423,5
43698,12177,3744,4,22423,5
43700,12168,4545,4,23219,4
43701,12168,4245,4,23219,4
43702,12168,4617,4,23219,4
43702,12168,4993,4,23219,4
43703,12168,3745,4,23219,4
43706,12169,4246,4,22949,4
43707,12169,4618,4,22949,4
43707,12169,4994,4,22949,4
43708,12169,3746,4,22949,4
43715,12179,4559,4,22586,4
43716,12179,4248,4,22586,4
43717,12179,4620,4,22586,4
43717,12179,4996,4,22586,4
43718,12179,3748,4,22586,4
43721,12170,4249,4,22181,4
43722,12170,4621,4,22181,4
43722,12170,4997,4,22181,4
43723,12170,3749,4,22181,4
43732,5981,4842,1,21696,1
43732,5981,5202,1,21696,1
43735,12189,4537,4,22724,4
43736,12189,4250,4,22724,4
43737,12189,4622,4,22724,4
43737,12189,4998,4,22724,4
43738,12189,3752,4,22724,4
43740,12188,4548,4,,4
43741,12188,4251,4,,4
43742,12188,4623,4,,4
43742,12188,4999,4,,4
43743,12188,3753,4,,4
43746,12188,4252,4,,4
43747,12188,4624,4,,4
43747,12188,5000,4,,4
43748,12188,3754,4,,4
43755,12193,5356,4,22302,4
43756,12193,4254,4,22302,4
43757,12193,4626,4,22302,4
43757,12193,5002,4,22302,4
43758,12193,3756,4,22302,4
43761,12193,4255,4,,4
43762,12193,4627,4,,4
43763,12193,3757,4,,4
43765,12193,5357,4,22212,4
43766,12193,4256,4,22212,4
43767,12193,4628,4,22212,4
43767,12193,5003,4,22212,4
43768,12193,3758,4,22212,4
43771,12194,4257,4,21930,4
43772,12194,4629,4,21930,4
43772,12194,5004,4,21930,4
43773,12194,3759,4,21930,4
43776,12186,4258,4,,4
43777,12186,4630,4,,4
43777,12186,5005,4,,4
43778,12186,3760,4,,4
43780,11828,5358,4,,4
43782,11828,4631,4,,4
43782,11828,5006,4,,4
43783,11828,3844,4,,4
43785,11828,5359,4,20842,4
43786,11828,4259,4,20842,4
43787,11828,4632,4,20842,4
43787,11828,5007,4,20842,4
43788,11828,3845,4,20842,4
43790,7254,4561,1,20817,4
43791,7254,4260,1,20817,4
43792,7254,4633,1,20817,4
43792,7254,5008,1,20817,4
43793,7254,3846,1,20817,4
43800,9652,5360,4,,4
43801,9652,4261,4,,4
43802,9652,4634,4,,4
43802,9652,5009,4,,4
43803,9652,3847,4,,4
43805,9624,4560,4,19148,4
43806,9624,4262,4,19148,4
43807,9624,4635,4,19148,4
43807,9624,5010,4,19148,4
43808,9624,3848,4,19148,4
43810,9653,5361,2,,4
43811,9653,4263,2,,4
43812,9653,4636,2,,4
43812,9653,5011,2,,4
43813,9653,3849,2,,4
43814,9653,4068,2,,4
43815,9625,4514,4,18656,4
43816,9625,4264,4,18656,4
43817,9625,4637,4,18656,4
43817,9625,5012,4,18656,4
43818,9625,3850,4,18656,4
43819,9625,4069,4,18656,4
43820,9653,5265,4,,4
43821,9653,4265,4,,4
43822,9653,4780,4,,4
43822,9653,5154,4,,4
43823,9653,3851,4,,4
43825,9653,5266,4,,4
43826,9653,4266,4,,4
43827,9653,4781,4,,4
43827,9653,5155,4,,4
43828,9653,3852,4,,4
43829,9653,4086,4,,4
43831,13388,4267,4,12247,4
43832,13388,2574,4,12247,4
43832,13388,2631,4,12247,4
43836,13388,4268,4,12099,4
43837,13388,2501,4,12099,4
43837,13388,2615,4,12099,4
43838,13388,3129,4,12099,4
43841,13388,3159,4,,4
43842,13388,2529,4,,4
43842,13388,2619,4,,4
43843,13388,3132,4,,4
43846,13384,3174,1,11873,4
43847,13384,2588,1,11873,4
43847,13384,2634,1,11873,4
43851,13389,3156,4,,3
43852,13389,2495,4,,3
43852,13389,2614,4,,3
43856,9626,4269,6,18359,4
43862,9654,4782,4,,4
43863,9654,3968,4,,4
43867,9627,4783,4,17946,4
43867,9627,5156,5,17946,4
43870,9628,5267,4,17820,5
43871,9628,4270,4,17820,5
43872,9628,4784,4,17820,5
43872,9628,5157,4,17820,5
43873,9628,3853,4,17820,5
43874,9628,4087,4,17820,5
43875,9654,5268,4,18256,4
43876,9654,4271,4,18256,4
43877,9654,4785,4,18256,4
43877,9654,5158,4,18256,4
43878,9654,3854,4,18256,4
43880,9655,5269,4,18056,4
43881,9655,4272,4,18056,4
43882,9655,4786,4,18056,4
43882,9655,5159,4,18056,4
43883,9655,3855,4,18056,4
43886,9655,4273,4,,4
43887,9655,4638,4,,4
43887,9655,5013,4,,4
43888,9655,3856,4,,4
43890,9631,4576,4,,4
43891,9631,4274,4,,4
43892,9631,4639,4,,4
43892,9631,5014,4,,4
43893,9631,3857,4,,4
43895,9632,5362,1,18392,4
43896,9632,4275,1,18392,4
43897,9632,4640,1,18392,4
43897,9632,5015,1,18392,4
43898,9632,3858,1,18392,4
43900,9656,4518,4,18779,4
43901,9656,4276,4,18779,4
43902,9656,4641,4,18779,4
43902,9656,5016,4,18779,4
43903,9656,3859,4,18779,4
43905,9656,5363,1,19065,4
43906,9656,4277,1,19065,4
43907,9656,4642,1,19065,4
43907,9656,5017,1,19065,4
43908,9656,3860,1,19065,4
43910,9633,5364,4,19116,4
43911,9633,4278,4,19116,4
43912,9633,4643,4,19116,4
43912,9633,5018,4,19116,4
43913,9633,3861,4,19116,4
43915,9657,4525,4,19258,4
43916,9657,4279,4,19258,4
43917,9657,4644,4,19258,4
43917,9657,5019,4,19258,4
43918,9657,3862,4,19258,4
43920,9657,4570,4,19232,4
43921,9657,4280,4,19232,4
43922,9657,4645,4,19232,4
43922,9657,5020,4,19232,4
43923,9657,3863,4,19232,4
43925,9657,4540,4,19006,4
43926,9657,4281,4,19006,4
43927,9657,4646,4,19006,4
43928,9657,3864,5,19006,4
43930,9635,4532,4,18600,4
43931,9635,4282,4,18600,4
43932,9635,4647,4,18600,4
43932,9635,5021,4,18600,4
43933,9635,3865,4,18600,4
43935,9636,4577,4,18642,4
43936,9636,4283,4,18642,4
43937,9636,4648,4,18642,4
43937,9636,5022,4,18642,4
43938,9636,3866,4,18642,4
43941,9659,4284,4,,3
43942,9659,4649,4,,3
43942,9659,5023,4,,3
43943,9659,3867,4,,3
43946,9638,4285,4,18008,5
43947,9638,4650,4,18008,5
43947,9638,5024,4,18008,5
43948,9638,3868,4,18008,5
43951,9661,4286,4,17805,3
43952,9661,4651,4,17805,3
43952,9661,5025,4,17805,3
43953,9661,3869,4,17805,3
43955,9644,4528,4,,4
43956,9644,4287,4,,4
43957,9644,4652,4,,4
43957,9644,5026,4,,4
43958,9644,3870,4,,4
43961,9662,4288,4,,3
43962,9662,4653,4,,3
43962,9662,5027,4,,3
43963,9662,3871,4,,3
43965,9633,5270,2,,4
43966,9633,4289,2,,4
43967,9633,4654,2,,4
43967,9633,5028,2,,4
43968,9633,3872,2,,4
43970,9645,5271,4,17257,4
43971,9645,4290,4,17257,4
43972,9645,4787,4,17257,4
43972,9645,5160,4,17257,4
43973,9645,3873,4,17257,4
43974,9645,4088,5,17257,4
43975,9646,5272,4,17178,1
43976,9646,4291,4,17178,1
43977,9646,4788,4,17178,1
43977,9646,5161,4,17178,1
43978,9646,3874,4,17178,1
43979,9646,4089,5,17178,1
43986,7270,4292,4,18735,4
43987,7270,4655,4,18735,4
43987,7270,5029,4,18735,4
43988,7270,3875,4,18735,4
43990,7265,4551,1,19179,5
43991,7265,4293,1,19179,5
43992,7265,4656,1,19179,5
43992,7265,5030,1,19179,5
43993,7265,3876,1,19179,5
43994,7265,4090,1,19179,5
43995,7271,5365,4,19345,4
43996,7271,4294,4,19345,4
43997,7271,4657,4,19345,4
43997,7271,5031,4,19345,4
43998,7271,3877,4,19345,4
44000,7266,5366,4,19819,5
44001,7266,4295,4,19819,5
44002,7266,4658,4,19819,5
44002,7266,5032,4,19819,5
44003,7266,3878,4,19819,5
44004,7266,4091,4,19819,5
44006,7267,4296,4,19975,4
44007,7267,4659,4,19975,4
44007,7267,5033,4,19975,4
44008,7267,3879,4,19975,4
44010,7267,5367,4,,4
44011,7267,4297,4,,4
44012,7267,4660,4,,4
44012,7267,5034,4,,4
44013,7267,3880,4,,4
44020,7268,4538,4,19813,3
44021,7268,4299,4,19813,3
44022,7268,4662,4,19813,3
44022,7268,5036,4,19813,3
44023,7268,3882,4,19813,3
44025,7268,5369,4,19985,3
44026,7268,4300,4,19985,3
44027,7268,4663,4,19985,3
44027,7268,5037,4,19985,3
44028,7268,3883,4,19985,3
44030,7268,5370,4,19899,3
44031,7268,4301,4,19899,3
44032,7268,4664,4,19899,3
44032,7268,5038,4,19899,3
44033,7268,3884,4,19899,3
44035,7268,5371,4,19731,3
44036,7268,4302,4,19731,3
44037,7268,4665,4,19731,3
44037,7268,5039,4,19731,3
44038,7268,3885,4,19731,3
44040,7268,4554,4,19788,3
44041,7268,4303,4,19788,3
44042,7268,4666,4,19788,3
44042,7268,5040,4,19788,3
44043,7268,3886,4,19788,3
44046,7269,4304,4,,4
44047,7269,4667,4,,4
44047,7269,5041,4,,4
44048,7269,3887,4,,4
44050,7269,5372,4,19310,4
44051,7269,4305,4,19310,4
44052,7269,4668,4,19310,4
44052,7269,5042,4,19310,4
44053,7269,3888,4,19310,4
44055,7269,5373,4,19331,4
44056,7269,4306,4,19331,4
44057,7269,4669,4,19331,4
44057,7269,5043,4,19331,4
44058,7269,3889,4,19331,4
44060,7269,4572,4,19206,4
44061,7269,4307,4,19206,4
44062,7269,4670,4,19206,4
44062,7269,5044,4,19206,4
44063,7269,3890,4,19206,4
44066,7269,4309,4,,4
44067,7269,4672,4,,4
44067,7269,5046,4,,4
44068,7269,3892,4,,4
44075,7270,4579,4,18861,4
44076,7270,4310,4,18861,4
44077,7270,4673,4,18861,4
44077,7270,5047,4,18861,4
44078,7270,3893,4,18861,4
44086,5652,4311,4,17781,2
44087,5652,4675,4,17781,2
44087,5652,5048,4,17781,2
44088,5652,3895,4,17781,2
44090,5653,4519,4,,4
44091,5653,4312,4,,4
44092,5653,4676,4,,4
44092,5653,5049,4,,4
44093,5653,3896,4,,4
44095,5653,5273,4,17340,4
44096,5653,4313,4,17340,4
44097,5653,4677,4,17340,4
44097,5653,5050,4,17340,4
44098,5653,3897,4,17340,4
44105,5657,5274,4,17010,4
44106,5657,4434,4,17010,4
44107,5657,4678,4,17010,4
44107,5657,5051,4,17010,4
44108,5657,3898,4,17010,4
44112,5660,4679,4,,4
44112,5660,5052,4,,4
44113,5660,3899,4,,4
44116,5655,4435,4,17067,4
44117,5655,4680,4,17067,4
44117,5655,5053,4,17067,4
44118,5655,3900,4,17067,4
44120,5656,5275,4,16813,4
44121,5656,4436,4,16813,4
44122,5656,4681,4,16813,4
44122,5656,5054,4,16813,4
44123,5656,3901,4,16813,4
44125,5658,5276,4,16788,3
44126,5658,4437,4,16788,3
44127,5658,4682,4,16788,3
44127,5658,5055,4,16788,3
44128,5658,3902,4,16788,3
44130,5658,5277,5,16757,3
44131,5658,4438,4,16757,3
44132,5658,4683,4,16757,3
44132,5658,5056,4,16757,3
44133,5658,3903,4,16757,3
44135,5659,5278,5,16359,3
44136,5659,4439,4,16359,3
44137,5659,4684,4,16359,3
44137,5659,5057,4,16359,3
44138,5659,3904,4,16359,3
44145,6038,5279,4,,4
44146,6038,4441,4,,4
44147,6038,4791,4,,4
44147,6038,5164,4,,4
44148,6038,3985,4,,4
44150,6045,4507,4,14603,4
44151,6045,4442,4,14603,4
44152,6045,4792,4,14603,4
44152,6045,5165,4,14603,4
44153,6045,3986,4,14603,4
44154,6045,4070,4,14603,4
44155,6046,5280,4,14538,3
44156,6046,4443,4,14538,3
44157,6046,4793,4,14538,3
44157,6046,5166,4,14538,3
44158,6046,3987,4,14538,3
44161,6046,4444,4,14932,3
44162,6046,4794,4,14932,3
44162,6046,5167,4,14932,3
44163,6046,3988,4,14932,3
44167,6042,4795,4,,4
44167,6042,5168,4,,4
44168,6042,3989,4,,4
44170,6043,5281,4,,4
44171,6043,4445,4,,4
44172,6043,4796,4,,4
44172,6043,5169,4,,4
44173,6043,3990,4,,4
44176,11830,4223,4,,4
44177,11830,4597,4,,4
44177,11830,4974,4,,4
44178,11830,3833,4,,4
44181,7327,4242,4,15942,4
44182,7327,4613,4,15942,4
44182,7327,4990,4,15942,4
44183,7327,3906,4,15942,4
44185,7322,5282,4,12806,4
44186,7322,4316,4,12806,4
44187,7322,4687,4,12806,4
44187,7322,5060,4,12806,4
44188,7322,3907,4,12806,4
44191,7302,4317,1,13094,4
44192,7302,4688,1,13094,4
44192,7302,5061,1,13094,4
44193,7302,3908,1,13094,4
44195,7305,4564,4,14684,5
44196,7305,4318,4,14684,5
44197,7305,4689,4,14684,5
44197,7305,5062,4,14684,5
44198,7305,3909,4,14684,5
44200,7308,4573,4,15648,5
44201,7308,4319,4,15648,5
44202,7308,4690,4,15648,5
44202,7308,5063,4,15648,5
44203,7308,3910,4,15648,5
44205,7310,4521,4,15871,5
44206,7310,4320,4,15871,5
44207,7310,4691,4,15871,5
44207,7310,5064,4,15871,5
44208,7310,3911,4,15871,5
44210,7326,5283,4,,4
44211,7326,4321,4,,4
44212,7326,4692,4,,4
44212,7326,5065,4,,4
44213,7326,3912,4,,4
44216,7326,4322,4,16577,4
44217,7326,4693,4,16577,4
44217,7326,5066,4,16577,4
44218,7326,3913,4,16577,4
44220,7311,4557,4,,4
44221,7311,4323,4,,4
44222,7311,4694,4,,4
44222,7311,5067,4,,4
44223,7311,3914,4,,4
44226,7295,4324,1,15687,4
44227,7295,4695,1,15687,4
44227,7295,5068,1,15687,4
44228,7295,3915,1,15687,4
44231,7312,4325,4,,4
44232,7312,4696,4,,4
44232,7312,5069,4,,4
44233,7312,3916,4,,4
44235,7313,,6,,4
44240,7313,4527,4,15558,4
44241,7313,4327,4,15558,4
44242,7313,4698,4,15558,4
44242,7313,5071,4,15558,4
44243,7313,3918,4,15558,4
44245,7298,4524,4,14958,5
44246,7298,4328,4,14958,5
44247,7298,4699,4,14958,5
44247,7298,5072,4,14958,5
44248,7298,3919,4,14958,5
44251,7314,4329,4,,4
44252,7314,4700,4,,4
44252,7314,5073,4,,4
44253,7314,3920,4,,4
44256,7314,4330,4,,4
44257,7314,4701,4,,4
44257,7314,5074,4,,4
44258,7314,3921,4,,4
44261,7315,4331,4,14287,4
44262,7315,4702,4,14287,4
44262,7315,5075,4,14287,4
44263,7315,3922,4,14287,4
44265,7315,4535,4,,4
44266,7315,4332,4,,4
44267,7315,4703,4,,4
44267,7315,5076,4,,4
44268,7315,3923,4,,4
44271,7318,4333,4,13778,4
44272,7318,4704,4,13778,4
44272,7318,5077,4,13778,4
44273,7318,3924,4,13778,4
44275,7300,4565,4,12971,5
44276,7300,4334,4,12971,5
44277,7300,4705,4,12971,5
44277,7300,5078,4,12971,5
44278,7300,3925,4,12971,5
44279,7300,4071,4,12971,5
44280,7301,5374,5,12575,4
44281,7301,4335,4,12575,4
44282,7301,2439,4,12575,4
44282,7301,2603,4,12575,4
44283,7301,3119,4,12575,4
44285,12130,4531,4,14496,5
44286,12130,4336,4,14496,5
44287,12130,4706,4,14496,5
44287,12130,5079,4,14496,5
44288,12130,3926,4,14496,5
44290,10107,4568,4,15012,4
44291,10107,4337,4,15012,4
44292,10107,4707,4,15012,4
44292,10107,5080,4,15012,4
44293,10107,3927,4,15012,4
44295,10108,4515,4,15823,4
44296,10108,4338,4,15823,4
44297,10108,4708,4,15823,4
44297,10108,5081,4,15823,4
44298,10108,3928,4,15823,4
44300,5663,4547,4,15978,5
44301,5663,4339,4,15978,5
44302,5663,4709,4,15978,5
44302,5663,5082,4,15978,5
44303,5663,3929,4,15978,5
44305,5664,4539,4,16268,5
44306,5664,4340,4,16268,5
44307,5664,4710,4,16268,5
44307,5664,5083,4,16268,5
44308,5664,3930,4,16268,5
44310,5665,4526,4,16545,4
44311,5665,4341,4,16545,4
44312,5665,4711,4,16545,4
44312,5665,5084,4,16545,4
44313,5665,3931,4,16545,4
44315,5662,4541,4,16356,5
44316,5662,4342,4,16356,5
44318,5662,3932,4,16356,5
44320,5667,4550,4,16111,4
44321,5667,4343,4,16111,4
44322,5667,4712,4,16111,4
44322,5667,5085,4,16111,4
44323,5667,3933,4,16111,4
44325,10105,5375,4,,4
44326,10105,4344,4,,4
44327,10105,4713,4,,4
44327,10105,5086,4,,4
44328,10105,3934,4,,4
44330,10100,4513,4,15702,5
44331,10100,4345,4,15702,5
44332,10100,4714,4,15702,5
44332,10100,5087,4,15702,5
44333,10100,3935,4,15702,5
44335,10107,5376,4,15277,4
44346,12132,4347,4,14559,4
44347,12132,4716,4,14559,4
44347,12132,5089,4,14559,4
44348,12132,3937,4,14559,4
44351,12132,4348,4,,4
44352,12132,4717,4,,4
44352,12132,5090,4,,4
44353,12132,3938,4,,4
44356,12133,4349,4,14238,4
44357,12133,4718,4,14238,4
44357,12133,5091,4,14238,4
44358,12133,3939,4,14238,4
44361,7331,4350,4,13897,4
44362,7331,4719,4,13897,4
44362,7331,5092,4,13897,4
44363,7331,3940,4,13897,4
44365,7332,4563,4,14110,4
44366,7332,4351,4,14110,4
44367,7332,4720,4,14110,4
44367,7332,5093,4,14110,4
44368,7332,3941,4,14110,4
44370,7333,4542,4,13929,4
44371,7333,4352,4,13929,4
44372,7333,4721,4,13929,4
44372,7333,5094,4,13929,4
44373,7333,3942,4,13929,4
44376,7330,4353,4,13711,4
44377,7330,4722,4,13711,4
44377,7330,5095,4,13711,4
44378,7330,3943,4,13711,4
44381,13389,3155,4,11739,3
44382,13389,2494,4,11739,3
44382,13389,2613,4,11739,3
44383,13389,3128,4,11739,3
44386,13390,3150,4,,3
44387,13390,2455,4,,3
44387,13390,2607,4,,3
44388,13390,3123,4,,3
44390,13390,5377,5,11606,3
44391,13390,3171,4,11606,3
44392,13390,2576,4,11606,3
44392,13390,2632,4,11606,3
44393,13390,3143,4,11606,3
44396,13391,3164,4,,4
44397,13391,2550,4,,4
44397,13391,2623,4,,4
44398,13391,3136,4,,4
44401,13382,4354,4,12375,4
44402,13382,2446,4,12375,4
44402,13382,2604,4,12375,4
44403,13382,3120,4,12375,4
44406,7270,4310,4,12187,4
44407,13385,2592,4,12187,4
44407,13385,2635,4,12187,4
44409,13385,4092,4,12187,4
44411,13386,3175,4,12221,4
44412,13386,2599,4,12221,4
44412,19752,2637,1,12221,3
44416,13386,3154,4,,4
44417,13386,2492,4,,4
44417,13386,2612,4,,4
44418,13386,3127,4,,4
44421,13386,4356,4,11846,4
44422,13386,2478,4,11846,4
44422,13386,2610,4,11846,4
44423,13386,3126,4,11846,4
44426,13387,4357,4,12062,3
44427,13387,2555,4,12062,3
44427,13387,2625,4,12062,3
44428,13387,3138,4,12062,3
44431,13387,4358,4,12198,3
44432,13383,2553,4,12198,4
44432,13383,2624,4,12198,4
44433,13383,3137,4,12198,4
44437,6392,4797,4,12427,4
44437,6392,5170,4,12427,4
44446,10983,2198,4,11568,8
44466,19755,3173,4,,4
44471,6252,2192,4,,4
44481,19746,5553,4,8655,4
44486,13386,3166,4,,4
44487,13386,2561,4,,4
44487,13386,2627,4,,4
44497,10893,8077,4,,8
44520,1988,6518,4,34691,4
44528,1942,7890,4,35801,1
44530,1942,6536,4,35801,1
44534,1942,6445,4,35801,1
44536,1942,5775,4,35801,1
44539,14048,,6,27514,6
44540,14163,8547,4,27514,9
44551,8085,8503,4,,10
44552,1936,7699,4,,5
44554,1936,6534,4,,5
44562,4727,,5,34871,5
44563,15241,8517,4,,8
44564,19621,7996,4,,7
44567,1980,6506,4,,4
44571,1980,6307,4,,4
44578,-1,,6,,
44593,-1,,6,,
44601,-1,,6,,
44602,-1,,6,,
44604,1907,8284,4,35495,6
44605,15067,6753,4,,4
44607,4725,8196,4,35495,4
44608,1922,8360,4,35495,6
44609,1923,8372,4,35495,5
44611,1916,8259,4,35617,4
44612,1907,8281,4,,6
44613,1907,8294,4,,6
44615,1917,8322,4,35358,3
44616,1912,8326,4,35812,5
44617,1907,8351,4,35495,6
44618,8691,8252,4,,4
44644,1907,8289,4,,6
44645,1907,8151,4,,6
44653,17295,8507,4,21365,5
44655,664,8573,4,,9
44656,1913,8489,4,35292,4
44663,9916,1972,4,10837,9
44668,9916,2008,4,,9
44673,9908,1984,4,10416,4
44678,6696,2036,4,,6
44683,6714,2001,4,8844,4
44684,6714,2488,4,8844,4
44685,6714,1941,4,8844,4
44688,6719,2023,4,8628,5
44693,19770,3146,4,10557,3
44698,19755,3168,1,,4
44708,6697,1996,4,,6
44718,6659,2044,4,,6
44733,4046,8612,4,,6
44752,935,7948,4,17348,6
44762,12042,7973,4,17385,7
44774,15652,7878,4,,4
44776,15652,7081,4,,4
44780,15652,6416,4,,4
44784,1239,7768,4,30834,5
44786,1239,6871,4,30834,5
44788,1239,7222,4,30834,5
44788,1239,7523,4,30834,5
44790,1239,6177,4,30834,5
44792,1239,5659,4,30834,5
44796,1243,6866,4,30398,6
44802,1243,5657,4,30398,6
44817,10712,9142,4,,3
44820,19763,5554,4,8789,4
44821,19763,2462,4,8789,4
44821,19763,5462,4,8789,4
44822,19763,5509,4,8789,4
44826,19765,2451,1,9123,3
44826,19765,5463,1,9123,3
44827,19765,5510,1,9123,3
44835,19734,5556,2,,4
44836,19780,2554,4,,3
44836,19734,5465,2,,4
44837,19734,5512,2,,4
44838,19734,5521,2,,4
44841,19780,2461,4,,3
44841,19780,5466,4,,3
44842,19780,5513,4,,3
44856,-1,,6,,
44857,-1,,6,,
44869,7306,4359,1,14891,4
44870,7306,5096,5,14891,4
44879,6695,2025,4,,6
44883,6663,1756,4,8997,4
44884,6663,1968,4,8997,4
44885,6663,1851,4,8997,4
44886,6663,1927,4,8997,4
44889,6666,2033,4,8779,5
44894,6684,2028,4,8589,5
44895,6684,1886,4,8589,5
44899,19782,2037,4,9659,8
44904,19787,2051,4,10304,7
44909,6744,2034,4,,9
44917,1330,2279,4,,4
44919,19806,1989,4,,7
44924,6744,2000,4,,9
44929,6656,2007,4,,3
44934,6695,1983,4,,6
44939,8840,1982,4,,4
44944,19811,1981,4,,6
44961,10814,8090,4,12552,5
44965,9100,8374,4,29869,5
44975,16388,8381,4,25804,9
44983,1,8777,4,25762,6
44984,1,8841,4,25762,6
44985,1,8508,4,25762,6
45006,4090,8544,4,,3
45007,4112,8562,4,32405,4
45008,4,8781,4,25495,4
45009,4,8854,4,25495,4
45010,4,8531,4,25495,4
45012,44,8832,4,,6
45014,14387,8780,4,24559,4
45015,14387,8850,4,24559,4
45016,14387,8443,4,24559,4
45017,14387,8443,4,24559,4
45024,14411,8791,4,25717,4
45025,14411,8819,4,25717,4
45026,14408,8783,4,24798,7
45027,14408,8858,4,24798,7
45039,13499,8705,4,19728,8
45042,5044,8731,4,21323,7
45043,5024,8728,4,21356,6
45045,5024,,5,21356,6
45051,5024,7968,4,21356,6
45054,13451,8670,4,19380,4
45055,13503,8703,4,18839,7
45057,13505,8691,4,19114,7
45058,13456,8722,4,18887,3
45059,13506,8726,4,18731,7
45060,13458,8736,4,18424,5
45061,13462,8689,4,18100,4
45062,13468,8764,4,18727,5
45063,13469,8742,4,18824,5
45064,13507,8711,4,19172,7
45066,13475,8681,4,19885,4
45067,13499,8688,4,19645,8
45068,13509,8696,4,19385,7
45069,13476,8724,4,18993,4
45070,13510,8676,4,19513,7
45071,13511,8732,4,17817,7
45072,13487,8714,4,19374,4
45073,13488,8679,4,18641,5
45074,13489,8753,4,19067,5
45075,13489,,5,19067,5
45076,15725,8906,4,,7
45077,13508,8690,4,20118,7
45078,19604,8905,4,8406,6
45085,14408,8779,4,,7
45086,4716,8619,4,33076,7
45087,4685,,5,34713,5
45088,4685,,5,34713,5
45089,44,8820,4,21825,6
45090,15356,8916,4,,7
45091,10542,8919,4,,7
45092,1924,8603,4,35495,5
45093,1908,8606,4,35789,4
45094,4134,8657,4,31724,6
45095,8125,8665,4,32755,1
45099,13499,8738,4,17324,8
45100,5001,8706,4,20155,7
45101,5007,8707,4,20118,5
45102,14041,8588,4,29032,6
45111,4446,6308,4,,4
45121,4447,6447,4,32985,4
45127,4458,7095,4,,4
45131,4458,6434,4,,4
45144,15627,,6,2625,6
45145,15627,,6,2625,6
45151,14315,,6,2134,5
45174,19626,6605,4,37182,3
45182,1949,7819,4,34585,6
45184,1949,6504,4,34585,6
45186,1949,7341,4,34585,6
45186,1949,7616,4,34585,6
45188,1949,6297,4,34585,6
45190,1949,5763,4,34585,6
45192,1997,7839,4,35173,4
45194,1997,6512,4,35173,4
45198,1997,6318,4,35173,4
45279,124,7032,4,36036,4
45304,7261,5097,4,,3
45305,7261,3944,4,,3
45311,13763,8578,4,22034,6
45325,17950,8071,4,16001,5
45341,6852,7248,4,,4
45351,6853,7249,4,,4
45359,14214,6921,4,26587,4
45369,6852,6957,4,,4
45401,6834,7259,4,28417,4
45410,6776,6906,4,28380,4
45411,6776,7237,4,28380,4
