POP_ID,WTRSHD_FID,psfstreamID,MatchType,WSD_ID_50K,StreamOrder
48650,5430,5882,4,,3
48656,5430,6798,4,34422,3
48658,5430,7521,4,34422,3
48660,5430,6021,4,34422,3
48662,5430,5715,4,34422,3
48666,5367,6738,4,34069,5
48668,5367,7136,4,34069,5
48668,5367,7453,4,34069,5
48670,5367,5917,4,34069,5
48672,5367,,5,34069,5
48674,416,36,4,9259,7
48675,416,2238,4,9259,7
48676,416,2131,4,9259,7
48676,416,2341,4,9259,7
48684,366,20,4,,3
48691,5431,6674,4,,2
48695,5431,6011,4,,2
48701,5431,6695,4,,2
48705,5431,5890,4,,2
48711,5369,6711,4,,4
48715,5369,5960,4,,4
48717,5369,5681,4,,4
48719,5432,7709,4,33517,3
48721,5370,6715,4,33517,3
48725,5370,5975,4,33517,3
48731,5370,6705,4,,3
48746,5433,6691,4,,3
48750,5433,5876,4,,3
48756,5371,6686,4,33853,3
48758,5371,7134,4,33853,3
48758,5371,7452,4,33853,3
48760,5371,5915,4,33853,3
48762,5371,5698,4,33853,3
48766,5434,6719,4,,3
48770,5434,5986,4,,3
48776,5434,6685,4,,3
48778,5434,7449,4,,3
48780,5434,5912,4,,3
48786,5434,6679,4,,3
48788,5434,7444,4,,3
48790,5434,5896,4,,3
48792,5434,5691,4,,3
48796,15164,6783,4,33699,4
48798,15164,7179,4,33699,4
48798,15164,7430,4,33699,4
48800,15164,6092,4,33699,4
48802,15164,5686,4,33699,4
48806,5435,6694,4,,3
48808,5435,7147,4,,3
48808,5435,7468,4,,3
48810,5435,5889,4,,3
48816,5373,6716,4,33628,5
48818,5373,7177,4,33628,5
48818,5373,7501,4,33628,5
48820,5373,5979,4,33628,5
48826,5437,6722,4,,4
48830,5437,5993,4,,4
48834,5384,7713,4,32877,6
48836,5384,6672,4,32877,6
48838,5384,7191,4,32877,6
48838,5384,7516,4,32877,6
48840,5384,6004,4,32877,6
48842,5384,5713,4,32877,6
48848,5440,7464,4,33337,4
48850,5440,5879,4,33337,4
48856,5390,6673,4,32659,5
48858,5390,7192,4,32659,5
48858,5390,7517,4,32659,5
48860,5390,6010,4,32659,5
48862,5390,5714,4,32659,5
48870,5393,6023,4,32576,4
48876,5442,6690,4,31386,3
48878,5442,7141,4,31386,3
48878,5442,7462,4,31386,3
48880,5442,5875,4,31386,3
48886,5397,6671,4,,5
48888,5397,7515,4,,5
48890,5397,6001,4,,5
48896,5402,6717,4,30675,6
48898,5402,7181,4,30675,6
48898,5402,7504,4,30675,6
48900,5402,5984,4,30675,6
48902,5402,5688,4,30675,6
48906,5403,6698,4,30693,5
48910,5403,6025,4,30693,5
48916,5415,6684,4,31720,5
48918,5415,7130,4,31720,5
48918,5415,7448,4,31720,5
48920,5415,5910,4,31720,5
48922,5415,5696,4,31720,5
48930,5447,5899,4,,4
48936,15159,6732,4,,4
48940,15159,6046,4,,4
48946,5447,6710,4,,4
48950,5447,5958,4,,4
48956,5447,6699,4,,4
48958,5447,7151,4,,4
48958,5447,7470,4,,4
48960,5447,6026,4,,4
48966,5456,6675,4,,2
48970,5456,6014,4,,2
48976,5417,6704,1,32426,6
48978,5417,7158,1,32426,6
48978,5417,7478,1,32426,6
48980,5417,6041,1,32426,6
48986,5447,6677,4,33177,4
48988,5447,7193,4,33177,4
48988,5447,7518,4,33177,4
48990,5447,6018,4,33177,4
48996,5426,6702,4,32710,4
48998,5426,7156,4,32710,4
48998,5426,7474,4,32710,4
49000,5426,6036,4,32710,4
49002,5426,,5,32710,4
49006,5448,6700,4,,2
49008,5448,7153,4,,2
49010,5448,6028,4,,2
49016,5448,6689,4,,2
49018,5448,7460,4,,2
49020,5448,5931,4,,2
49026,5448,6708,4,33047,2
49030,5448,5947,4,33047,2
49036,5454,6706,4,33753,3
49040,5454,5943,4,33753,3
49046,5454,6688,4,,3
49050,5454,5929,4,,3
49056,16574,6718,4,32754,5
49058,16574,7182,4,32754,5
49058,16574,7505,4,32754,5
49060,16574,5985,4,32754,5
49062,16574,,5,32754,5
49066,16666,6709,4,32228,2
49068,16666,7169,4,32228,2
49068,16666,7489,4,32228,2
49070,16666,5954,4,32228,2
49076,16575,6724,4,31304,5
49078,16575,7186,4,31304,5
49078,16575,7510,4,31304,5
49080,16575,5996,4,31304,5
49081,16575,5996,4,31304,5
49082,16575,5711,4,31304,5
49086,2426,6721,4,31360,3
49090,2426,5991,4,31360,3
49100,2425,,6,,2
49106,16579,6693,4,31092,4
49108,16579,7467,4,31092,4
49110,16579,5884,4,31092,4
49116,16669,6692,4,31083,4
49118,16669,7144,4,31083,4
49118,16669,7466,4,31083,4
49120,16669,5883,4,31083,4
49126,16688,6712,4,,3
49128,16688,7493,4,,3
49130,16688,5961,4,,3
49136,16687,6681,4,,3
49140,16687,5903,4,,3
49146,16686,6714,4,,3
49150,16686,5968,4,,3
49155,1419,2234,4,8432,8
49156,1419,2128,4,8432,8
49156,1419,2338,4,8432,8
49158,1419,2284,4,8432,8
49160,1319,2216,4,8360,5
49165,1323,2177,4,8455,4
49170,1421,2167,4,8644,8
49175,1330,2193,4,8654,4
49176,1330,2097,4,8654,4
49176,1330,2311,4,8654,4
49180,1334,2232,4,9027,7
49184,10900,2348,4,10453,8
49185,10900,2203,4,10453,8
49186,10900,2103,4,10453,8
49186,10900,2317,4,10453,8
49188,10900,2252,4,10453,8
49189,10988,2347,4,10453,3
49190,10988,2202,4,10453,3
49194,10983,3191,4,11326,8
49195,10983,2211,4,11326,8
49196,10983,2324,4,11326,8
49200,10927,2233,4,10282,7
49201,10927,2127,4,10282,7
49205,10928,2185,4,11207,6
49206,10928,2092,4,11207,6
49206,10928,2306,4,11207,6
49208,10928,2251,4,11207,6
49209,10951,2349,4,11997,6
49210,10951,2207,4,11997,6
49211,10951,2107,4,11997,6
49211,10951,2321,4,11997,6
49213,10951,2254,4,11997,6
49214,10988,2346,4,12120,3
49218,10988,2241,4,12120,3
49220,1376,2163,4,10491,5
49221,1376,2075,4,10491,5
49223,1376,3360,4,10491,5
49225,1430,2217,4,9162,6
49228,1430,3363,4,9162,6
49230,1405,2200,4,10598,5
49233,1405,3362,4,10598,5
49234,6223,3185,4,6850,7
49235,6223,2194,4,6850,7
49236,6223,2098,4,6850,7
49236,6223,2312,4,6850,7
49237,6223,2142,4,6850,7
49238,6223,2270,4,6850,7
49240,6224,2175,4,7882,5
49241,6224,2085,4,7882,5
49241,6224,2300,4,7882,5
49242,6224,2139,4,7882,5
49243,6224,2264,4,7882,5
49250,6228,2201,4,7628,5
49251,6228,2101,4,7628,5
49251,6228,2315,4,7628,5
49252,6228,2145,4,7628,5
49253,6228,2274,4,7628,5
49254,6257,3189,4,,7
49255,6257,2205,4,,7
49256,6257,2105,4,,7
49256,6257,2319,4,,7
49259,6258,3180,4,7346,7
49260,6258,2174,4,7346,7
49261,6258,2083,4,7346,7
49261,6258,2298,4,7346,7
49262,6258,2138,4,7346,7
49263,6258,2262,4,7346,7
49265,6236,2191,4,7419,4
49266,6236,2096,4,7419,4
49266,6236,2310,4,7419,4
49270,6258,2239,4,,7
49271,6258,2132,4,,7
49271,6258,2342,4,,7
49275,6259,2158,4,,7
49284,6238,3193,4,,3
49285,6238,2220,4,,3
49286,6238,2119,4,,3
49286,6238,2333,4,,3
49289,6239,3179,4,7372,3
49290,6239,2169,4,7372,3
49291,6239,2081,4,7372,3
49291,6239,2296,4,7372,3
49295,6259,2199,4,,7
49300,6241,2228,4,7076,6
49301,6241,2125,4,7076,6
49301,6241,2337,4,7076,6
49302,6241,2150,4,7076,6
49303,6241,2283,4,7076,6
49305,6260,2157,4,7487,6
49309,6260,3190,4,7162,6
49310,6260,2206,4,7162,6
49311,6260,2106,4,7162,6
49311,6260,2320,4,7162,6
49312,6260,2147,4,7162,6
49313,6260,2276,4,7162,6
49315,6249,2180,4,7268,3
49325,6249,2190,4,,3
49348,6253,2267,4,6974,6
49350,6261,2240,4,7077,6
49353,6261,2285,4,7077,6
49355,403,,6,,7
49370,465,2209,4,6967,6
49371,465,2109,4,6967,6
49373,465,2256,4,6967,6
49375,481,2208,4,7651,6
49376,481,2108,4,7651,6
49376,481,2322,4,7651,6
49378,481,2255,4,7651,6
49379,490,18,4,7614,5
49380,490,2161,4,7614,5
49381,490,2074,4,7614,5
49381,490,2290,4,7614,5
49383,490,2248,4,7614,5
49384,401,35,4,7964,7
49385,401,2237,4,7964,7
49386,401,2130,4,7964,7
49386,401,2340,4,7964,7
49389,294,21,4,8024,4
49390,294,2179,4,8024,4
49391,294,2087,4,8024,4
49394,295,28,4,8048,4
49395,295,2210,4,8048,4
49396,295,2110,4,8048,4
49396,295,2323,4,8048,4
49399,407,22,4,,7
49404,403,27,4,7822,7
49405,403,2204,4,7822,7
49406,403,2104,4,7822,7
49406,403,2318,4,7822,7
49408,403,2253,4,7822,7
49419,317,25,4,,4
49424,411,33,4,8767,7
49425,411,2229,4,8767,7
49426,411,2126,4,8767,7
49434,355,31,4,8889,5
49435,355,2221,4,8889,5
49436,355,2121,4,8889,5
49439,416,26,4,9158,7
49447,5450,6051,4,,2
49450,5450,6796,4,,2
49452,5450,6106,4,,2
49455,5450,6795,4,,2
49457,5450,6105,4,,2
49460,5450,6759,4,,2
49462,5450,6069,4,,2
49466,14220,7000,4,25825,3
49470,14220,6287,4,25825,3
49476,14221,6923,4,26029,4
49480,14221,6245,4,26029,4
49486,14191,6905,4,26133,4
49490,14191,6236,4,26133,4
49496,14192,6999,4,,3
49506,14222,6996,1,,3
49510,14222,6284,1,,3
49512,14222,5740,1,,3
49516,14194,6985,4,25626,4
49517,14194,6985,4,25626,4
49520,14194,6277,4,25626,4
49521,14194,6277,4,25626,4
49526,14195,6976,1,25142,6
49527,14195,6976,1,25142,6
49528,14195,7309,1,25142,6
49530,14195,6273,1,25142,6
49532,14195,5732,1,25142,6
49536,14196,6998,4,25545,4
49540,14196,6286,4,25545,4
49546,14204,6969,4,25682,4
49547,14204,6969,4,25682,4
49548,14204,7302,4,25682,4
49550,14204,6270,4,25682,4
49556,14226,6960,4,,4
49560,14226,6266,4,,4
49566,14226,6974,4,,4
49570,14226,6271,4,,4
49576,14227,6909,4,,3
49580,14227,6237,4,,3
49586,14227,6991,4,25771,3
49590,14227,6279,4,25771,3
49596,14205,6902,4,25566,4
49600,14205,6233,4,25566,4
49606,14206,6997,1,25368,4
49608,14206,7331,1,25368,4
49610,14206,6285,1,25368,4
49612,14206,5741,1,25368,4
49616,14229,6940,4,,3
49620,14229,6249,4,,3
49626,14208,6916,1,25562,4
49630,14208,6240,1,25562,4
49636,14231,6920,1,,3
49638,14231,7252,1,,3
49640,14231,6243,1,,3
49641,14231,6243,1,,3
49646,14231,6968,4,,3
49650,14231,6269,4,,3
49656,14211,6963,4,25615,4
49658,14211,7297,4,25615,4
49660,14211,6268,4,25615,4
49676,14232,6973,4,,4
49685,12687,4127,4,25506,6
49686,12687,4726,4,25506,6
49686,12687,5101,4,25506,6
49687,12687,3693,4,25506,6
49689,12689,4488,4,25398,5
49690,12689,4128,4,25398,5
49691,12689,4801,4,25398,5
49691,12689,4922,4,25398,5
49692,12689,3694,4,25398,5
49693,12689,4043,4,25398,5
49694,12692,4489,4,25379,4
49695,12692,4129,4,25379,4
49699,12693,4490,4,25065,5
49700,12693,4130,4,25065,5
49704,12833,5247,4,25249,5
49705,12833,4131,4,25249,5
49706,12833,4802,4,25249,5
49706,12833,4923,4,25249,5
49707,12833,3695,4,25249,5
49709,12701,5248,1,24786,7
49710,12701,4132,1,24786,7
49711,12701,4803,1,24786,7
49711,12701,4924,1,24786,7
49712,12701,3696,1,24786,7
49713,12701,4044,1,24786,7
49720,12835,4133,4,,4
49725,12835,4134,4,,4
49726,12835,4727,4,,4
49726,12835,5102,4,,4
49740,12837,4135,4,,3
49741,12837,5103,4,,3
49745,12837,4136,4,,3
49751,12838,4728,4,,2
49752,12838,3697,4,,2
49755,12839,4138,4,,4
49756,12839,5105,4,,4
49759,12712,5249,4,25056,4
49760,12712,4139,4,25056,4
49761,12712,4804,4,25056,4
49761,12712,4925,4,25056,4
49762,12712,3698,4,25056,4
49764,12711,5250,4,24769,4
49765,12711,4140,4,24769,4
49766,12711,4805,4,24769,4
49766,12711,4926,4,24769,4
49767,12711,3699,4,24769,4
49770,12713,4141,4,24760,4
49771,12713,4806,4,24760,4
49771,12713,4927,4,24760,4
49772,12713,3700,4,24760,4
49774,12714,5380,4,24753,4
49775,12714,4142,4,24753,4
49776,12714,4729,4,24753,4
49776,12714,5106,4,24753,4
49777,12714,3701,4,24753,4
49781,12840,4730,4,,3
49781,12840,5107,4,,3
49786,12715,4807,4,24646,4
49786,12715,4928,4,24646,4
49790,12718,4143,4,24462,4
49791,12718,4808,4,24462,4
49791,12718,4929,4,24462,4
49792,12718,3702,4,24462,4
49793,12718,4045,4,24462,4
49796,16585,6725,4,27313,6
49798,16585,7187,4,27313,6
49798,16585,7511,4,27313,6
49800,16585,5997,4,27313,6
49802,16585,5712,4,27313,6
49804,1519,5914,4,36022,7
49805,8175,5951,4,35623,4
49806,8177,5945,4,35892,4
49807,8179,5980,1,35351,4
49810,15158,6773,4,34632,4
49812,15158,6083,4,34632,4
49813,15158,5680,4,34632,4
49815,15158,6771,4,,4
49817,15158,6081,4,,4
49820,15159,6780,1,,4
49821,15159,7428,1,,4
49822,15159,6090,1,,4
49823,15159,5683,1,,4
49825,15054,6750,1,33802,5
49826,15054,7150,1,33802,5
49826,15054,7422,1,33802,5
49827,15054,6061,1,33802,5
49828,15054,5702,1,33802,5
49835,15160,6763,4,,3
49837,15160,6073,4,,3
49840,15058,6782,4,33985,5
49841,15058,7178,4,33985,5
49841,15058,7429,4,33985,5
49842,15058,6091,4,33985,5
49843,15058,5685,4,33985,5
49845,15058,6760,4,,5
49847,15058,6070,4,,5
49850,15060,6755,1,34642,5
49851,15060,7423,1,34642,5
49852,15060,6065,1,34642,5
49853,15060,5707,1,34642,5
49855,15060,6747,4,,5
49857,15060,6058,4,,5
49858,15060,5701,4,,5
49860,15161,6770,4,34820,3
49862,15161,6080,4,34820,3
49865,15161,6756,4,34832,3
49867,15161,6066,4,34832,3
49870,15061,6737,1,34233,6
49871,15061,7133,1,34233,6
49871,15061,7420,1,34233,6
49872,15061,6050,1,34233,6
49873,15061,,5,34233,6
49875,15061,6736,4,,6
49876,15061,7419,4,,6
49877,15061,6049,4,,6
49878,15061,5697,4,,6
49880,15162,6745,4,,4
49882,15162,6056,4,,4
49885,15162,6772,4,34631,4
49887,15162,6082,4,34631,4
49890,5449,6790,4,,4
49892,5449,6100,4,,4
49896,14233,6965,4,,3
49897,14233,6965,4,,3
49906,15067,6788,4,33540,4
49908,15067,7431,4,33540,4
49910,15067,6097,4,33540,4
49912,15067,5708,4,33540,4
49917,15067,6098,4,33540,4
49920,15164,6754,4,,4
49925,15068,6787,4,30422,7
49926,15068,7184,4,30422,7
49926,15068,7508,4,30422,7
49927,15068,6096,4,30422,7
49928,15068,5690,4,30422,7
49930,15069,6757,4,33116,6
49931,15069,7159,4,33116,6
49931,15069,7424,4,33116,6
49932,15069,6067,4,33116,6
49933,15069,5676,4,33116,6
49935,15145,6766,4,,7
49936,15145,6766,4,,7
49938,15145,6076,4,,7
49941,15069,6762,4,33117,6
49943,15069,6072,4,33117,6
49957,15069,6761,4,33117,6
49959,15069,7426,4,33117,6
49961,15069,6071,4,33117,6
49963,15069,5678,4,33117,6
49971,15145,6748,4,,7
49973,15145,6059,4,,7
49976,15145,6744,4,,7
49978,15145,6055,4,,7
49986,15078,6740,4,31688,6
49987,15078,7421,4,31688,6
49988,15078,6052,4,31688,6
49989,15078,5699,4,31688,6
49991,15079,6735,4,33025,5
50011,15078,6789,4,,6
50013,15078,6099,4,,6
50014,15078,5710,4,,6
50016,15078,6731,4,31688,6
50018,15078,6045,4,31688,6
50022,15101,6777,4,32817,3
50026,15101,6087,4,32817,3
50031,15148,6730,4,31927,6
50032,15148,7445,4,31927,6
50033,15148,6043,4,31927,6
50034,15148,5692,4,31927,6
50036,15148,6733,4,30422,6
50038,15148,6047,4,30422,6
50039,15148,5693,4,30422,6
50041,15149,6797,4,,3
50043,15149,6107,4,,3
50046,15149,6768,4,,3
50048,15149,6078,4,,3
50051,15149,6751,4,,3
50052,15149,7471,4,,3
50053,15149,6062,4,,3
50054,15149,5703,4,,3
50056,15148,6741,4,32363,6
50058,15148,6053,4,32363,6
50059,15148,5700,4,32363,6
50061,15149,6794,4,32243,3
50063,15149,6104,4,32243,3
50066,15149,6786,4,32153,3
50067,15149,7507,4,32153,3
50068,15149,6095,4,32153,3
50069,15149,5689,4,32153,3
50071,15150,6784,4,,4
50072,15150,7502,4,,4
50073,15150,6093,4,,4
50074,15150,5687,4,,4
50076,15151,6792,4,30422,6
50078,15151,6102,4,30422,6
50082,15154,6767,4,33471,4
50086,15154,6077,4,33471,4
50092,15165,6778,5,33806,4
50096,15165,6088,4,33806,4
50102,15157,6764,4,33825,5
50104,15157,7480,4,33825,5
50106,15157,6074,4,33825,5
50108,15157,5679,4,33825,5
50112,5362,6779,1,33904,5
50114,5362,7498,1,33904,5
50116,5362,6089,1,33904,5
50122,5429,6765,4,34214,3
50124,5429,7481,5,34214,3
50126,5429,6075,4,34214,3
50132,5364,6743,1,34322,5
50134,5364,7459,1,34322,5
50136,5364,6054,1,34322,5
50146,5429,6044,4,,3
50152,5429,6785,4,34424,3
50156,5429,6094,4,34424,3
50162,5429,6774,4,,3
50164,5429,7491,4,,3
50166,5429,6084,4,,3
50173,5450,6064,1,,2
50177,14217,6971,4,,4
50187,14218,6945,4,26013,3
50189,14218,7277,4,26013,3
50191,14218,6252,4,26013,3
50197,14218,6918,4,,3
50199,14218,7247,4,,3
50201,14218,6242,4,,3
50207,14219,6910,4,,4
50209,14219,7240,4,,4
50217,14219,6977,1,,4
50221,14219,6274,1,,4
50225,5993,5287,4,16579,4
50226,5993,4447,4,16579,4
50227,5993,4809,4,16579,4
50227,5993,5172,4,16579,4
50228,5993,3991,4,16579,4
50229,5993,4093,4,16579,4
50231,5996,4448,4,16801,4
50232,5996,4810,4,16801,4
50232,5996,5173,4,16801,4
50233,5996,3992,4,16801,4
50235,5997,5288,4,16678,5
50236,5997,4449,4,16678,5
50237,5997,4811,4,16678,5
50237,5997,5174,4,16678,5
50238,5997,3993,4,16678,5
50239,5997,4094,4,16678,5
50240,5998,5289,4,16279,5
50241,5998,4450,4,16279,5
50242,5998,4812,4,16279,5
50242,5998,5175,4,16279,5
50243,5998,3994,4,16279,5
50244,5998,4095,4,16279,5
50245,6000,5290,4,16339,4
50246,6000,4451,4,16339,4
50247,6000,4813,4,16339,4
50247,6000,5176,4,16339,4
50248,6000,3995,4,16339,4
50251,6001,4452,4,16021,5
50252,6001,4814,4,16021,5
50252,6001,5177,4,16021,5
50253,6001,3996,4,16021,5
50255,6002,5291,1,15595,5
50256,6002,4453,1,15595,5
50257,6002,4815,1,15595,5
50257,6002,5178,1,15595,5
50258,6002,3997,1,15595,5
50260,6005,5292,1,16402,4
50261,6005,4454,1,16402,4
50262,6005,4816,1,16402,4
50262,6005,5179,1,16402,4
50263,6005,3998,1,16402,4
50264,6005,4096,1,16402,4
50266,6012,4455,1,16289,6
50267,6012,4817,1,16289,6
50267,6012,5180,1,16289,6
50268,6012,3999,1,16289,6
50269,6012,4097,1,16289,6
50270,16796,4511,4,16911,8
50271,16796,4456,4,16911,8
50272,16796,4818,4,16911,8
50272,16796,5181,4,16911,8
50273,16796,4000,4,16911,8
50274,16796,4072,4,16911,8
50276,16801,4457,4,15748,6
50277,16801,4819,4,15748,6
50277,16801,5182,4,15748,6
50278,16801,4001,4,15748,6
50279,16801,4098,4,15748,6
50280,16806,5293,1,12748,7
50281,16806,4458,1,12748,7
50282,16806,4820,1,12748,7
50282,16806,5183,1,12748,7
50283,16806,4002,1,12748,7
50284,16806,4099,1,12748,7
50290,16833,5295,1,14227,4
50292,16833,4822,1,14227,4
50292,16833,5185,1,14227,4
50293,16833,4004,1,14227,4
50294,16833,4101,1,14227,4
50295,16839,5296,1,15424,4
50296,16839,4459,1,15424,4
50297,16839,4823,1,15424,4
50297,16839,5186,1,15424,4
50298,16839,4005,1,15424,4
50300,16840,5297,5,14747,5
50301,16840,4460,4,14747,5
50302,16840,4824,4,14747,5
50302,16840,5187,4,14747,5
50303,16840,4006,4,14747,5
50305,16843,5298,4,14224,4
50306,16843,4461,4,14224,4
50307,16843,4825,4,14224,4
50307,16843,5188,4,14224,4
50308,16843,4007,4,14224,4
50310,16844,5299,1,13884,5
50311,16844,4462,1,13884,5
50312,16844,4826,1,13884,5
50312,16844,5189,1,13884,5
50313,16844,4008,1,13884,5
50315,16846,5300,4,13639,4
50316,16846,4463,4,13639,4
50317,16846,4827,4,13639,4
50317,16846,5190,4,13639,4
50318,16846,4009,4,13639,4
50321,16865,4464,4,13506,3
50322,16865,4828,4,13506,3
50322,16865,5191,4,13506,3
50323,16865,4010,4,13506,3
50326,16848,4465,4,13456,5
50327,16848,4829,4,13456,5
50327,16848,5192,4,13456,5
50328,16848,4011,4,13456,5
50330,16853,5301,1,12699,5
50331,16853,4466,1,12699,5
50332,16853,4830,1,12699,5
50332,16853,5193,1,12699,5
50333,16853,4012,1,12699,5
50334,16853,4102,1,12699,5
50335,6381,5302,4,12275,6
50336,6381,4467,4,12275,6
50337,6381,4831,4,12275,6
50337,6381,5194,4,12275,6
50338,6381,4013,4,12275,6
50339,6381,4103,4,12275,6
50341,6393,4396,4,12160,5
50342,6393,4832,4,12160,5
50342,6393,5195,4,12160,5
50343,6393,4014,4,12160,5
50351,6455,4398,2,,3
50356,6455,4399,2,12086,3
50357,6455,4834,2,12086,3
50358,6455,4015,2,12086,3
50360,6396,5303,4,10930,7
50361,6396,4400,4,10930,7
50362,6396,4835,4,10930,7
50362,6396,5196,4,10930,7
50363,6396,4016,4,10930,7
50364,6396,4104,4,10930,7
50366,6396,4401,4,,7
50371,6396,4402,4,11891,7
50373,6396,4017,4,11891,7
50376,6396,4403,4,,7
50378,6396,4018,4,,7
50380,6396,5304,4,11790,7
50381,6396,4404,4,11790,7
50382,6396,4836,4,11790,7
50382,6396,5197,4,11790,7
50383,6396,4019,4,11790,7
50384,6396,4105,4,11790,7
50386,6397,4405,4,,6
50391,6428,4406,4,,7
50395,6396,5305,4,11506,7
50396,6396,4407,4,11506,7
50397,6396,4837,4,11506,7
50397,6396,5198,4,11506,7
50398,6396,4020,4,11506,7
50399,6396,4106,4,11506,7
50401,6404,4408,4,,5
50411,6429,4409,4,10875,7
50412,6429,4838,4,10875,7
50412,6429,5199,4,10875,7
50413,6429,4021,4,10875,7
50414,6429,4107,4,10875,7
50421,6409,4410,4,,6
50426,6409,4411,4,11265,6
50428,6409,4022,4,11265,6
50431,6411,4412,4,10951,3
50433,6411,4023,4,10951,3
50436,6414,4413,4,11101,5
50438,6414,4024,4,11101,5
50439,6414,4108,4,11101,5
50446,6415,4415,4,11574,4
50447,6415,4839,4,11574,4
50447,6415,5200,4,11574,4
50448,6415,4025,4,11574,4
50449,6415,4109,4,11574,4
50450,6416,5306,4,11358,3
50451,6416,4416,4,11358,3
50452,6416,4840,4,11358,3
50452,6416,5201,4,11358,3
50453,6416,4026,4,11358,3
50454,6416,4110,4,11358,3
50455,12787,4502,1,23970,8
50456,12787,4144,1,23970,8
50457,12787,4841,1,23970,8
50457,12787,4930,1,23970,8
50458,12787,3719,1,23970,8
50459,12787,4058,1,23970,8
50462,16586,6701,4,28660,5
50464,16586,7155,4,28660,5
50464,16586,7473,4,28660,5
50466,16586,6033,4,28660,5
50468,16586,5705,4,28660,5
50472,16588,6703,4,30008,5
50474,16588,7477,4,30008,5
50476,16588,6040,4,30008,5
50478,16588,5706,4,30008,5
50486,16596,5881,4,27169,5
50492,16617,6723,4,28308,5
50494,16617,7185,5,28308,5
50494,16617,7509,4,28308,5
50496,16617,5994,4,28308,5
50498,16617,5709,5,28308,5
50502,16622,6682,4,29765,5
50504,16622,7128,4,29765,5
50504,16622,7446,4,29765,5
50506,16622,5908,4,29765,5
50508,16622,5694,4,29765,5
50512,16622,6683,4,,5
50514,16622,7129,4,,5
50514,16622,7447,4,,5
50516,16622,5909,4,,5
50518,16622,5695,4,,5
50522,16627,6713,4,30080,5
50524,16627,7174,4,30080,5
50524,16627,7496,4,30080,5
50526,16627,5966,4,30080,5
50528,16627,5682,4,30080,5
50532,16632,6961,1,28080,6
50534,16632,7296,1,28080,6
50534,16632,7555,1,28080,6
50536,16632,5872,1,28080,6
50537,16632,5872,1,28080,6
50538,16632,5728,1,28080,6
50542,4845,6982,1,25720,6
50544,4845,7316,1,25720,6
50544,4845,7564,1,25720,6
50546,4845,5873,1,25720,6
50547,4845,5873,1,25720,6
50548,4845,5735,1,25720,6
50552,4884,6987,1,25940,5
50554,4884,7321,1,25940,5
50554,4884,7566,1,25940,5
50556,4884,5874,1,25940,5
50558,4884,5737,1,25940,5
50562,4887,6728,1,23885,7
50564,4887,7270,1,23885,7
50566,4887,5871,1,23885,7
50568,4887,5633,1,23885,7
50572,4888,6726,4,26240,5
50574,4888,7250,4,26240,5
50576,4888,5870,4,26240,5
50578,4888,5632,4,26240,5
50582,16683,6927,1,,4
50584,16683,7257,1,,4
50586,16683,6120,1,,4
50592,13818,6936,4,30395,3
50594,13818,7267,4,30395,3
50594,13818,7589,4,30395,3
50596,13818,6129,4,30395,3
50602,13820,6947,4,30461,3
50604,13820,7281,4,30461,3
50604,13820,7547,4,30461,3
50606,13820,6133,4,30461,3
50610,16653,7706,1,27615,6
50611,16653,7706,1,27615,6
50612,16653,6964,1,27615,6
50614,16653,7298,1,29086,6
50614,16653,7556,1,29086,6
50616,16653,6136,1,29086,6
50618,16653,5729,1,29086,6
50619,16653,5729,1,27615,6
50622,16684,6924,4,,4
50624,16684,7255,4,,4
50624,16684,7580,4,,4
50626,16684,6118,4,,4
50628,16684,5719,4,,4
50632,6756,6932,1,,4
50634,6756,7263,1,,4
50634,6756,7586,1,,4
50636,6756,6126,1,,4
50642,6757,6933,1,,4
50644,6757,7264,1,,4
50644,6757,7587,1,,4
50646,6757,6127,1,,4
50652,6758,6904,4,27128,5
50654,6758,7236,4,27128,5
50654,6758,7575,4,27128,5
50656,6758,6124,4,27128,5
50658,6758,5718,4,27128,5
50662,6763,6984,1,26357,5
50664,6763,7318,1,26357,5
50664,6763,7565,1,26357,5
50666,6763,6144,1,26357,5
50668,6763,5736,1,26357,5
50672,6764,6926,4,28263,4
50674,6764,7256,4,28263,4
50674,6764,7581,4,28263,4
50676,6764,6119,4,28263,4
50678,6764,5721,4,28263,4
50680,6770,7675,4,29573,5
50682,6770,6937,4,29573,5
50684,6770,7268,4,29573,5
50684,6770,7590,4,29573,5
50686,6770,6130,4,29573,5
50688,6770,5724,4,29573,5
50692,6838,7001,4,29995,3
50694,6838,7333,4,29995,3
50694,6838,7571,4,29995,3
50696,6838,6149,4,29995,3
50702,6771,6970,1,29295,4
50704,6771,7303,1,29295,4
50704,6771,7558,1,29295,4
50706,6771,6140,1,29295,4
50708,6771,5730,1,29295,4
50712,6772,6989,4,,3
50713,6772,6989,4,,3
50714,6772,7326,4,,3
50714,6772,7568,4,,3
50716,6772,6147,4,,3
50718,6772,5738,4,,3
50722,6841,6978,4,,3
50724,6841,7310,4,,3
50726,6841,6142,4,,3
50728,6841,5733,4,,3
50730,6773,7671,1,29147,5
50732,6841,6928,4,29147,3
50734,6841,7258,4,29147,3
50734,6841,7582,4,29147,3
50736,6841,6121,4,29147,3
50737,6841,6121,4,29147,3
50738,6841,5722,4,29147,3
50742,6842,6972,4,29782,4
50744,6842,7304,4,29782,4
50744,6842,7559,4,29782,4
50746,6842,6141,4,29782,4
