POP_ID
590
1844
2172
3134
3161
3240
3303
3311
39952
40017
40037
40047
40157
40177
40247
40357
40422
40542
40566
40802
41016
41021
41051
41077
41432
41991
42001
42167
42466
42526
42531
42806
43241
43386
43391
43401
43421
43641
44396
46039
46180
46210
46401
46562
46592
46642
46652
47555
47591
47676
47861
47905
47908
47913
47923
47940
47961
48006
48010
48590
48666
48996
49056
49155
49775
49810
49840
49850
49870
49930
49986
50011
50361
51272
51292
51362
51402
51492
51512
51582
51592
51776
52022
52032
52072
52332
52567
52597
52607
52617
52627
52657
52942
52992
53042
53062
53122
39984
40053
40548
40618
40798
40808
41328
41348
41423
41438
41458
41498
41518
42173
43399
46176
46186
46196
46881
49188
49928
49933
49989
50034
50074
50364
50384
50618
51368
51518
51519
51664
51669
51784
52218
52318
52338
52633
52718
52948
52998
53068
53069
39566
40361
40436
40796
40816
41421
41436
41446
41456
41711
42171
43243
51778
46041
46047
47075
47906
47910
47925
47941
47963
48008
48012
50363
41968
42543
49817
49842
49872
49988
50013
39981
40021
40041
40051
48670
49000
49060
49805
49807
51296
51366
51516
51566
51586
51596
52916
52996
53066
52571
52631
52661
50536
48668
51514
52944
52994
52569
52599
52659
46040
49871
49987
45093
7690
48719
42740
51935
47735
51780
3314
39987
41713
45100
45102
46099
49506
49804
51386
51562
46197
46187
50537
52662
52628
50619
40549
